 Latitude , Longitude , Magnitude 
-4.937,102.651,5
-4.2443,104.4619,3.5
-4.8318,103.463,4.3
-5.319,102.303,4.2
-5.0813,102.873,3.5
-5.27,102.8482,4
-4.8245,103.2861,3.6
-5.181,102.717,4.5
-5.811,102.88,4
-4.859,102.979,4.3
-5.749,103.161,3.9
-5.001,102.738,5.2
-5.088,102.589,4.9
-5.685,102.353,3.6
-5.151,102.707,4.7
-3.2712,102.2088,3.6
-4.873,102.482,5.7
-4.359,101.497,4.8
-4.7547,102.7899,3.4
-4.467,102.312,4.7
-3.7624,103.9611,3.4
-4.388,101.618,4.7
-4.297,101.59,4.7
-4.1784,101.6426,3.7
-5.184,102.289,4.5
-1.907,100.397,4.5
-5.6459,102.9749,3.9
-5.364,102.239,3.7
-5.558,102.978,4.4
-5.732,102.655,3.6
-4.961,102.813,4.1
-5.189,102.771,3.9
-4.6737,103.3889,3.7
-5.74,102.753,3.9
-4.0077,102.0549,3.4
-5.2653,101.2799,3.5
-3.6361,104.8801,3.2
-5.391,102.15,5.3
-4.2993,100.527,4.5
-5.6004,104.6117,3.8
-5.368,104.204,4.7
-2.1284,100.3092,4.8
-5.527,102.581,4.7
-0.988,99.64,4.8
-2.7642,102.7785,3.4
-4.9879,103.8225,3.4
-4.948,102.548,3.7
-5.8232,102.2947,4.5
-5.925,102.35,3.3
-4.857,102.682,5.2
-5.222,102.712,3.5
-4.928,102.569,4.6
-4.972,102.688,4.9
-4.982,102.696,4.8
-5.039,101.602,3.5
-5.7322,103.1994,5
-3.379,100.475,4
-5.2,101.967,3.7
-4.979,102.588,4.5
-4.987,101.75,4.7
-5.0152,102.358,3.6
-4.703,101.88,3.5
-4.879,101.815,3.9
-3.2026,102.0014,3.6
-3.8369,101.3337,3.7
-4.283,102.223,4.5
-5.132,101.965,4.4
-2.679,100.235,4.1
-4.657,102.227,4.2
-2.9611,103.4744,3.6
-4.384,102.071,3.7
-5.128,102.918,4.7
-4.425,102.007,3.8
-4.199,101.584,5.2
-6.0825,106.0395,3.5
-5.844,103.767,4.5
-4.374,102.114,5.5
-4.0566,104.9646,4.2
-5.886,102.798,4.8
-3.681,100.946,3.6
-5.5459,104.0785,4
-4.167,101.437,3.8
-5.54,103.918,4.6
-5.401,102.226,4.8
-5.531,101.988,4.4
-5.61,102.039,4.2
-0.197,99.06,4.8
-4.363,101.711,5
-5.9264,104.1356,3.9
-5.868,102.621,3.5
-4.749,103.023,5.1
-2.8041,103.6139,3.4
-4.517,103.074,4.6
-4.322,102.129,4.6
-5.6547,102.8641,4.6
-6.068,102.769,4.7
-5.562,102.931,4.8
-5.487,102.964,4.7
-2.168,100.203,4.9
-5.751,102.703,3.6
-3.5238,103.9077,3.6
-3.648,101.115,5.2
-6.0219,103.7214,4.9
-5.637,102.707,3.7
-4.419,102.032,4.4
-5.016,102.747,3.8
-5.23,101.898,3.7
-3.464,102.374,4.3
-1.215,99.964,4.2
-5.7082,102.4842,3.8
-3.827,103.2553,3.7
-5.198,102.546,4.2
-4.9187,103.8703,3.4
-2.201,100.092,4.8
-4.616,102.082,3.6
-4.7568,105.1622,3.8
-4.212,102.512,4.3
-3.876,101.366,4.2
-5.7275,105.0598,3.9
-5.389,103.639,4.3
-4.8818,102.6665,3.6
-0.731,101.157,3.4
-1.1677,102.5149,3.6
-5.647,102.378,3.5
-5.2982,104.3174,4.3
-0.344,97.448,4.8
-1.151,98.69,4.9
-4.024,102.786,4.4
-1.049,98.657,4.7
-4.277,102.738,5.2
-1.104,98.663,4.7
-5.2938,104.3325,4.2
-6.0739,105.8091,3.5
-3.602,106.008,2.9
-2.0694,100.2914,3.4
-4.375,102.774,5
-4.3424,104.9929,3.5
-1.057,99.942,4.5
-5.5984,102.356,3.8
-4.708,102.722,5
-5.2407,101.4283,5
-4.478,102.135,4.6
-5.6867,104.5505,3.5
-4.0852,103.1111,3.3
-4.555,101.312,3.5
-5.838,105.439,4.8
-6.0625,105.5562,3.5
-4.93,102.632,3.6
-5.2431,104.3442,4.9
-6.0077,105.2851,4.3
-5.894,103.463,3.8
-5.307,103.233,3.5
-4.457,102.672,4.1
-0.614,103.6,4.1
-5.687,103.924,3.9
-2.853,102.639,3.7
-5.849,102.591,4
-5.531,103.109,4.6
-6.041,103.8545,4.7
-4.604,102.917,4.4
-1.607,102.7133,3.5
-1.39,97.405,5.3
-4.157,102.908,4.1
-5.1819,103.5035,3.9
-5.408,103.458,4.7
-4.622,101.807,4.3
-4.7753,103.9564,4.2
-3.778,99.861,4
-1.2593,101.5873,3.8
-5.3,102.968,4
-5.731,102.407,4.8
-5.5635,103.1279,3.8
-5.8428,101.1414,3.7
-5.216,102.695,4.9
-4.892,101.521,4.8
-4.276,102.406,3.9
-4.099,102.7157,3.8
-4.9627,102.7203,4.1
-6.08,104.532,4.8
-4.4867,102.0683,4
-4.1929,103.3213,3.7
-4.498,101.564,4.3
-5.223,102.729,4.7
-5.772,103.016,3.8
-3.1557,103.8255,3.8
-5.76,102.607,4.4
-4.189,102.24,5
-5.329,103.321,5.6
-5.29,103.291,4
-4.5603,104.5091,3.7
-4.6003,104.2707,3.5
-0.0698,100.7358,4
-5.301,103.14,3.4
-4.591,102.72,4.5
-3.3028,105.4352,3.2
-3.6819,103.7411,3.5
-0.224,99.59,4.3
-4.736,104.532,3.9
-5.928,102.738,4.8
-5.944,102.754,4.7
-4.302,102.602,4.3
-1.1171,101.979,3.4
-5.5364,104.3374,3.5
-5.176,103.498,4
-4.48,102.869,4.7
-3.217,101.585,4.4
-3.9107,103.1609,3.5
-5.118,101.931,5.1
-4.14,102.525,3.9
-5.829,102.648,4.3
-4.772,102.759,4.7
-4.612,102.764,4.6
-5.603,102.825,4.1
-5.3699,103.2691,3.8
-5.5502,102.625,3.7
-4.274,102.169,4.2
-5.267,102.471,4.5
-5.3303,102.9709,3.5
-5.3698,101.8839,3.5
-3.187,101.472,5.2
-0.8399,101.3878,3.3
-4.9912,102.7183,3.3
-2.3613,100.3683,3.3
-6.005,103.472,3.8
-3.2389,100.6331,3.5
-3.9319,103.3869,3.6
-1.2073,101.5407,3.2
-4.6839,103.5057,3
-4.804,103.7227,3.6
-3.7979,103.9491,3.7
-5.443,104.444,4.7
-4.383,102.652,4.3
-4.581,100.577,4
-3.7373,104.1046,3.3
-4.3383,104.9772,3.4
-1.726,102.1479,4
-4.8771,104.1586,4
-4.738,101.759,4
-4.4249,104.6364,3.5
-4.579,102.072,4.7
-4.525,102.175,4.1
-2.907,101.813,4.3
-4.9767,102.4915,3.5
-4.952,103.169,4.5
-5.3757,102.6421,3.5
-3.9759,104.332,3.2
-3.295,102.935,4
-0.624,99.808,3.7
-5.91,104.749,3.4
-1.647,98.913,3.8
-1.55,102.9432,3.1
-3.722,102.296,4.4
-4.6151,103.8323,3.6
-4.4391,102.572,3.5
-1.776,99.61,4.2
-5.723,102.387,4.3
-4.763,101.855,4.1
-4.591,102.018,4.6
-4.6,103.395,3.7
-4.383,102.089,4.6
-1.944,102.359,4.1
-5.94,102.878,4.6
-4.898,102.867,4.5
-0.673,99.467,4
-1.8865,104.7576,3.5
-6.034,102.762,5.6
-5.926,102.987,4.4
-1.62,100.084,4.8
-5.4071,103.1111,3.7
-5.998,102.754,4.7
-5.09,103.185,4.2
-1.979,100.672,4.5
-4.294,102.108,5.6
-3.866,101.629,4.6
-4.026,101.481,5.4
-0.874,100.7045,3.5
-3.0166,102.3955,3.4
-4.4004,104.2625,3.2
-5.032,102.639,4.5
-5.98,105.433,4
-5.798,105.538,4.4
-5.9291,105.2938,3.8
-5.6845,105.6299,3.7
-5.8582,105.7325,3.9
-6.0236,105.2271,3.8
-5.594,102.395,5.1
-5.552,102.365,4.7
-4.5328,104.129,3
-2.836,101.217,5
-2.057,101.2762,3.9
-3.511,102.308,4.2
-5.532,105.997,4.4
-4.38,102.212,5
-2.1801,104.2284,3.8
-3.592,101.746,4.2
-5.431,102.598,4.7
-2.993,103.6043,3.9
-5.2232,102.7425,3.5
-1.002,100.42,4.1
-4.744,103.25,3.5
-5.806,103.716,3.2
-5.228,102.539,4.6
-1.059,100.16,4.3
-4.16,101.603,4.6
-2.924,101.1486,3.8
-2.9186,103.4835,3.6
-4.898,101.685,3.4
-5.883,104.559,5.2
-4.0088,104.0058,3.6
-5.555,104.617,4.5
-5.686,102.391,4
-5.332,106.096,3.6
-5.865,105.665,3.9
-5.681,102.722,3.5
-2.0637,102.8603,3.9
-4.836,102.749,4.4
-5.041,101.633,3.6
-1.356,100.869,4.6
-2.204,102.146,4.4
-5.126,103.0063,3.5
-4.931,103.237,4
-5.851,105.6,4.6
-1.3305,100.6194,3.5
-3.057,104.0771,3.3
-5.449,101.816,4.1
-5.5454,102.7355,3.6
-4.757,102.783,4.4
-2.398,100.133,4.7
-4.4339,102.38,3.5
-3.3139,104.6466,3.7
-0.501,98.687,5
-4.2743,102.2039,3.5
-4.874,101.624,3.7
-4.739,103.211,5.1
-4.484,101.8704,3.5
-5.6389,103.2131,4
-4.141,102.419,4
-4.336,102.285,4.1
-4.163,102.824,4.6
-5.136,102.858,4
-4.012,102.443,4.2
-0.7605,100.5572,3.6
-2.298,101.892,3.8
-5.338,104.417,4.7
-2.754,102.422,4.2
-5.671,105.103,3.6
-5.08,101.615,3.7
-4.0682,101.9551,3.5
-4.628,103.172,3.5
-2.7715,100.2371,3.4
-5.408,101.82,3.9
-4.485,102.836,4.9
-5.602,102.384,4.3
-5.634,101.656,3.9
-0.013,98.614,3.8
-5.6987,102.174,3.5
-5.89,101.915,4.8
-5.764,105.729,3.7
-3.5608,103.2295,3.7
-4.01,100.6658,3.4
-3.44,101.684,4.2
-1.4225,103.0526,3.1
-1.0954,106.0421,3.5
-5.091,102.854,3.8
-5.1222,102.9154,3.6
-4.5721,101.4499,3.6
-5.958,102.233,3.6
-4.825,101.787,5.2
-1.705,100.623,4.5
-5.842,102.08,5.4
-5.866,102.207,3.7
-5.831,101.799,5.1
-5.791,102.102,4.8
-5.94,101.936,3.9
-5.632,102.693,3.9
-6.001,102.038,3.9
-5.841,101.622,4.8
-5.93,101.943,3.8
-5.964,101.458,4.1
-5.6788,101.7735,3.4
-5.065,102.14,4.5
-5.372,101.813,3.8
-4.684,102.031,3.7
-5.211,102.59,4.3
-3.7107,102.0702,3.7
-4.681,103.209,4.4
-4.448,102.223,4.4
-2.359,102.472,5.7
-1.348,102.737,3.6
-5.871,101.939,4.4
-0.943,101.04,4.6
-1.851,102.38,3.7
-3.585,102.795,3.8
-5.569,103.734,4.4
-5.983,102.429,4.6
-5.892,102.319,4.5
-2.969,101.443,4.8
-1.706,102.358,4.2
-4.9378,100.2029,3.3
-4.6978,102.9232,3.6
-3.334,101.594,5.1
-5.244,103.703,4.6
-3.987,101.477,3.7
-4.359,102.348,4
-2.086,100.271,4.3
-3.84,102.97,3.8
-1.95,99.432,3.5
-4.2498,102.2156,3.3
-2.525,100.382,4.6
-4.4916,102.8062,3.8
-4.335,102.228,4.4
-4.053,103.861,4.2
-4.784,102.86,4.8
-4.4985,104.9887,3.6
-2.8187,102.3139,3.4
-5.266,103.021,3.8
-4.544,102.992,4.7
-1.691,100.851,3.3
-5.165,103.1468,3.6
-4.1771,101.4041,3.4
-4.371,101.307,3.7
-0.088,99.113,4.7
-3.6249,105.4992,4.1
-5.1932,100.9232,3.3
-1.956,101.257,4.5
-5.2942,102.9624,3.8
-3.7287,102.4283,3.5
-5.202,101.843,3.8
-5.4065,101.8918,3.8
-5.974,101.968,3.8
-1.4799,101.0779,3.4
-3.159,101.464,5
-2.5011,103.9148,3.2
-2.871,100.261,4.6
-6.065,104.138,4.3
-5.8459,103.1012,5.1
-2.5938,101.7109,3.2
-2.3737,102.0435,4.6
-5.4976,101.9411,4.8
-5.09,103.438,3.5
-2.8941,100.8872,3.2
-5.0998,102.1093,4.1
-4.6107,101.9016,3.6
-4.0753,102.5337,4.5
-6.0639,104.311,4.5
-4.1441,103.9122,4.4
-4.7013,102.5588,4.5
-6.0039,104.8791,3.9
-4.8146,103.0449,4.8
-3.8835,102.2379,3.3
-5.8783,101.8663,4.6
-5.0778,103.0049,4.4
-4.015,102.9453,4.2
-4.3488,102.2148,4.8
-5.6056,102.8189,4.8
-5.6804,104.5053,4.9
-2.4517,103.9634,4
-4.604,101.8271,3.9
-4.2129,102.1445,5.4
-4.6158,101.5809,3.6
-4.2411,102.1306,4.5
-5.1056,102.3568,4.9
-4.1748,101.4067,3.8
-4.8292,101.07,3.9
-2.4929,102.8981,3.5
-2.2872,100.7666,4.4
-5.6641,104.0327,5.2
-4.4516,103.4021,3.8
-1.711,101.413,3.9
-4.2429,102.1758,3.9
-4.0182,101.5419,3.6
-6.0674,101.8676,3.5
-0.3159,99.1256,4.5
-4.4556,105.089,3.6
-2.9411,101.9886,4.5
-3.2227,101.8391,4.9
-2.9236,101.7817,3.8
-5.1485,102.3027,3.7
-4.0748,101.5184,3.7
-5.1437,101.1625,3.4
-3.0561,100.6292,3.8
-5.7321,102.1219,4.4
-2.396,101.4667,3.7
-5.2451,100.4533,3.5
-4.9558,102.785,4.5
-4.464,101.1433,3.9
-2.3842,100.2028,4.3
-3.9367,102.4928,3.3
-4.1568,104.0019,3.3
-2.5501,102.7804,4
-3.1735,103.1394,4.2
-3.4955,103.1314,3.6
-5.7165,104.7918,3.9
-4.7732,102.5803,3.9
-3.033,103.3645,3.9
-5.7867,104.1906,4.3
-6.0253,102.7389,3.6
-5.4899,102.9489,3.5
-3.4248,101.6905,5.1
-0.0574,98.508,3.7
-3.2267,103.1521,4.3
-5.4973,103.8902,4.9
-5.5943,103.603,5.1
-2.7871,101.1856,5.6
-3.2803,101.1982,4.7
-1.1597,102.497,3.3
-5.0894,103.1105,4.2
-2.3661,102.6814,2.8
-3.8933,105.793,2.8
-5.7403,102.0638,4.4
-5.4449,102.8027,3.5
-2.2219,104.0382,3
-4.9215,105.4805,4
-1.2763,106.1637,3
-0.8633,100.9605,4.3
-5.1271,105.2043,3.8
-3.8679,102.6052,5.2
-4.6798,103.2422,5.4
-4.3332,103.03,4.6
-4.2766,105.3095,3.5
-4.1792,101.7576,3.5
-0.3702,98.7139,4.6
-3.8051,101.8024,4.5
-0.39,99.4928,3.6
-5.5525,103.9644,3.6
-4.2123,102.2332,3.4
-6.0557,105.7394,4.1
-0.6904,98.3851,3.6
-3.7926,102.9391,3.5
-5.8035,103.3675,4.6
-1.4979,99.9518,3.6
-2.8011,102.0563,3.7
-5.9684,102.2897,4.2
-4.6576,103.4491,3.6
-1.8062,101.5195,3.8
-5.5385,103.1588,4.7
-4.3416,102.6823,4.7
-4.6058,102.6994,3.7
-5.7641,104.1395,4.5
-5.1609,103.7299,4.2
-5.5977,101.9044,3.3
-3.8028,101.1481,3.1
-4.377,102.7668,4.7
-4.7132,100.8847,3.8
-5.4427,106.1616,4.2
-0.3915,98.7571,3.6
-0.5175,98.6459,3.7
-6.0292,102.044,3.7
-4.0486,102.8018,4.2
-0.8224,102.418,3.5
-4.2454,102.9336,4.5
-3.3604,102.9385,4
-2.8762,104.2923,2.7
-2.5171,101.4401,3.7
-3.6338,101.8847,3.9
-2.2226,105.7249,3.1
-2.2121,103.3867,3.4
-4.4248,102.9678,4.8
-4.225,102.253,4.8
-4.7774,103.0529,4.7
-5.9416,102.0995,3.9
-5.1683,105.0516,4
-5.1667,98.7911,3.9
-2.4684,104.2903,3.3
-4.8502,103.1803,4.4
-1.7902,100.648,3.6
-5.2216,103.6206,3.7
-6.0867,101.9295,4
-0.2248,99.4397,3.8
-3.5312,105.2337,2.8
-2.3173,101.9792,3.8
-4.2059,102.267,3.7
-3.1099,102.0316,4.1
-0.1489,99.3662,3.8
-4.5846,102.6783,4.4
-4.587,103.2088,3.7
-4.8792,103.2886,4.8
-3.4323,102.5149,3.6
-5.0779,102.5774,3.7
-2.0472,100.1846,4.2
-2.0017,102.8995,3.8
-5.5736,100.7433,4.7
-3.29,101.9394,4.1
-5.094,103.3155,4.9
-3.6649,102.0339,5.1
-1.3738,103.5877,3.6
-5.8221,105.629,4.8
-4.1893,104.9291,3.5
-4.2115,101.3693,3.6
-4.3177,102.7846,5
-4.0886,102.8657,3.6
-0.5126,100.7467,5.5
-4.7738,102.003,4.7
-3.6736,106.0547,3.8
-0.991,101.7197,4.3
-5.1782,102.6566,4.8
-3.7233,102.9813,3.8
-4.4803,102.8251,4.9
-4.3021,102.9588,4.6
-4.5909,104.8521,3.7
-4.277,104.3983,3.8
-0.3715,99.0361,3.9
-5.1265,103.0427,4
-5.0567,102.8021,3.6
-4.2456,102.8452,4.6
-0.2953,99.8059,4
-5.9619,102.8083,4.6
-5.1858,103.3697,3.8
-5.3303,101.4737,3
-2.253,97.4878,3.5
-2.078,99.1428,4.3
-1.7362,100.719,3.3
-2.6618,104.1098,3.8
-1.5131,98.8346,4.2
-1.3034,99.823,4.6
-5.3153,102.1025,3.6
-5.2272,103.4544,3.3
-5.0789,101.4179,3.8
-5.0687,103.4979,5
-5.4526,102.4547,3.5
-5.4604,102.2814,5.3
-5.504,102.074,4.6
-5.4358,102.2443,5.1
-5.3933,102.3179,4.8
-5.5665,102.0828,4.6
-4.6874,102.5089,4.4
-2.789,101.163,3.7
-1.3925,99.4658,4
-1.4823,99.3449,3.8
-5.4085,102.322,4.5
-1.5935,100.5587,3.9
-3.2121,100.334,3.9
-4.3032,104.6281,4.1
-5.956,103.8932,4.5
-4.3575,103.6126,4.1
-5.1151,104.3613,4.5
-5.7064,102.0247,5.3
-3.3231,103.1872,3.8
-5.2024,103.187,3.8
-4.4094,102.5303,3.4
-2.1823,102.0765,3.6
-2.1403,97.484,3.7
-4.8127,102.9851,3.8
-5.8326,104.5401,4.5
-4.4632,102.7962,4.9
-5.6421,103.5423,5.1
-4.8846,102.6037,3.8
-4.8681,103.1055,5.1
-0.6972,100.8246,4.4
-5.1353,101.2724,3.5
-0.4604,99.663,4
-4.5315,102.9551,4.7
-3.0247,102.6405,3.2
-1.5096,100.3189,4.4
-0.2785,101.1802,3.5
-3.7196,100.9443,4.1
-4.0638,104.1135,3.9
-4.3757,102.3597,4.9
-5.7506,105.7823,3.6
-5.0148,102.4964,5.7
-4.9568,102.3572,3.6
-5.1259,102.2064,3.3
-2.4419,101.9903,4.6
-5.3725,101.8512,4
-5.1169,102.3468,4.4
-4.4883,102.7745,4
-4.3463,103.3639,3.8
-4.5532,102.07,3.5
-3.0038,103.2399,4
-5.761,103.9057,3.7
-5.4817,101.8604,3.7
-4.1757,102.6341,3.2
-0.0401,98.0098,3.5
-2.9307,101.6189,3.9
-3.1307,103.3405,4
-4.0998,102.45,4.6
-1.3784,99.7919,5
-4.049,102.632,5.1
-1.9412,102.297,3.8
-4.9812,102.0818,4.8
-5.3496,103.41,3.6
-3.6071,102.0221,5.4
-3.5365,103.5121,3.5
-5.7447,101.2049,4.3
-0.6696,96.8488,3.6
-3.4589,102.1486,4.8
-5.9144,104.6325,4
-4.5421,100.8362,3.8
-3.6207,104.1196,2.5
-4.9325,102.7775,4.9
-5.7824,102.4671,3.6
-5.2285,102.3183,5
-4.4734,102.3243,3.6
-3.2442,104.7041,3.2
-5.7467,102.0988,4.7
-0.4389,96.9427,4.7
-5.8286,103.5944,3.6
-4.0686,105.5511,3.6
-3.7486,102.3417,3.1
-4.5964,102.7586,3.6
-4.312,101.228,4.8
-3.6234,101.0503,3.4
-5.6472,104.9747,3.6
-4.1277,102.3473,4.4
-5.7953,102.0525,4.8
-4.8661,102.5007,3.9
-5.9093,105.3261,3.8
-0.2182,101.1629,3.4
-4.6184,102.0255,4
-3.6753,100.9327,4.6
-3.8199,103.8556,3.2
-5.9865,102.0706,4.4
-5.5585,102.8088,5.3
-5.8818,104.7467,4.5
-3.7498,99.9665,3.4
-5.7811,102.0435,5.4
-5.8533,101.9666,4.8
-6.0555,101.7128,4.4
-1.4292,97.3055,3.9
-3.9928,102.9008,4.1
-5.8343,101.6796,3.7
-2.2665,104.4798,3.5
-5.66,102.68,3.3
-4.8465,104.3482,3.6
-5.28,103.4,3.8
-5.91,105.19,3.3
-5.9936,105.7353,3.3
-5.64,103.1,3.3
-5.2565,102.4847,4.7
-4.8247,102.3781,3.6
-5.39,103.2,3.7
-4.4649,102.946,4.8
-0.2611,99.4958,4.6
-1.9332,100.3614,4.1
-0.1521,97.5706,4.7
-5.5822,103.2388,4.1
-5.1221,102.2893,3.7
-4.7667,102.4568,4.4
-5.4536,104.1675,3.7
-5.638,102.3713,4.7
-4.4096,102.0328,3.8
-4.6416,103.0922,4
-3.1717,100.9552,3.5
-0.5127,100.5917,5
-4.7671,103.0546,4.9
-5.677,104.1793,4.7
-1.5381,100.6967,3.6
-1.5802,100.4126,6
-1.3853,100.801,3.4
-0.2424,99.7951,3.8
-0.7467,100.4256,4.2
-2.8293,98.473,4.2
-4.6046,101.5973,4.5
-0.7204,99.1175,4.5
-4.3278,102.5453,4.7
-4.901,102.3879,4.4
-1.7604,100.2577,3.7
-2.7391,104.5169,4.2
-6.0599,102.951,3.6
-1.5462,100.6492,4.5
-4.1882,102.4018,4
-5.7301,104.4865,5.2
-0.4392,101.5252,3.4
-5.0481,102.0345,4.8
-1.6736,101.2843,4.5
-4.6493,100.919,3.6
-2.7969,101.3509,4.5
-3.4815,105.2045,2.9
-5.7115,104.1674,5.4
-6.0445,104.0774,5.5
-5.5929,101.2185,4.8
-1.6332,98.8707,3.9
-1.6844,98.967,3.5
-1.5531,100.5165,5.4
-4.4766,105.8111,3.5
-5.0502,103.0463,4.5
-5.2034,102.0256,3.5
-4.7338,103.1686,4.8
-5.2176,102.6879,6
-5.5152,102.0249,3.9
-5.3723,102.4288,3.9
-5.8008,101.837,3.6
-5.2148,102.7513,4.8
-5.2896,102.6724,4.8
-5.1644,102.7738,4.6
-5.5442,102.0913,4.6
-4.6245,103.1974,4.6
-2.9132,106.2386,4.4
-5.7242,104.2722,4.5
-5.4558,102.3141,3.6
-5.632,104.1515,4.2
-4.1924,98.7515,4.8
-4.3267,101.772,3.6
-4.5146,101.4589,3.8
-5.6023,104.5273,4.6
-5.7943,103.797,4.6
-5.5063,106.003,3.6
-1.5016,99.0246,4.1
-4.1642,102.3875,4.9
-5.1933,102.637,4.8
-4.9276,103.1078,4.5
-3.1962,100.974,4.6
-3.4058,100.965,4.7
-5.4459,102.455,4.5
-5.7432,102.0271,3.9
-4.5658,102.2311,4.7
-5.5014,102.6617,3.7
-4.8589,103.9535,3.3
-2.5002,102.0859,3.5
-4.519,103.6125,3.3
-2.7682,101.5231,4.4
-5.0365,102.4124,3.3
-5.178,102.7139,4.7
-5.7091,104.0127,3.7
-2.7543,101.5506,3.7
-5.3419,101.4832,3.6
-5.2908,102.5954,4.6
-5.1861,102.7417,4.9
-0.4683,98.003,4.4
-5.8273,102.1906,4.4
-6.065,105.953,4.4
-0.3397,101.0346,3.5
-5.559,102.3653,4.4
-4.844,102.3247,3.5
-5.5032,101.9917,4.4
-5.3384,102.2146,4.3
-2.001,102.2866,3.5
-4.6179,103.1034,4.2
-5.7205,105.9521,4.2
-5.2111,102.709,4.6
-0.7914,97.9211,3.7
-5.194,104.0455,3.8
-2.3069,101.7749,3.4
-5.4651,104.0282,4.5
-3.9978,102.3121,3.6
1.1729,97.2078,4.9
0.3373,98.6451,4.6
-4.0958,101.834,3.6
-0.833,99.628,3.9
-0.064,98.1084,3.6
-5.0738,101.8575,3.4
-1.693,99.3054,3.7
-2.3815,104.7155,3.3
2.7899,95.5874,4.7
-0.6541,98.6418,4.5
-4.8038,102.4954,4.9
-5.7931,101.9003,4
-5.6891,102.163,3.7
-2.5755,102.7395,3.8
-5.6293,102.3376,3.2
-5.8378,101.8871,3.9
-5.6144,102.1886,3.9
-5.7486,101.9512,4.1
-5.7209,102.1193,4.7
-5.6645,102.2023,4.7
-4.7885,104.0165,3.7
-5.8865,101.8834,4.2
1.0663,98.8403,3.8
-5.6509,102.1643,4.2
-4.9675,102.0595,4.6
3.5993,96.2133,4.1
-5.0308,102.5944,3.6
-4.5437,103.0567,3.6
3.8187,97.8846,3.6
2.9506,97.2873,4.5
-5.3771,102.3278,4.1
-5.7838,103.8774,3.7
2.1498,98.7511,3.8
-3.4699,100.6461,4.3
0.9599,98.0661,4.4
4.0476,95.4226,4.5
-5.9605,102.4144,3.8
-5.666,102.8732,3.8
-3.561,101.4383,4
-5.033,104.4014,3
-4.9445,102.7724,4.6
-5.6423,105.2318,3.2
-2.1386,100.6082,4.1
-2.634,101.9703,3.9
-4.4324,105.177,4.5
-0.7396,100.4066,4.2
-0.6968,97.1838,3.7
2.6069,99.3128,3.2
1.2556,97.3166,5.1
1.3205,97.4588,3.6
1.2661,97.3396,3.6
-5.3053,104.7489,3.7
2.9312,95.9151,4
-4.0106,101.1296,4
-2.3112,102.2141,3.3
-5.2495,103.5952,4.1
-2.4931,103.9746,7.3
-2.5455,103.5294,3.8
3.6094,96.1529,3.6
-3.4366,101.6569,4.7
-5.5985,105.3178,4.5
-4.2699,101.7893,3.9
-5.9339,103.6937,4.5
-2.8786,100.8472,3.8
-5.0457,102.2499,3.9
-5.4608,102.6564,5.5
-5.6881,105.1997,3.9
-5.6331,105.2816,4.3
-5.6278,105.2834,4
-5.556,105.3365,4.5
-5.6966,105.0516,3.8
-5.9579,104.8083,4.8
-5.5711,105.3632,4.6
-5.2022,105.4222,4
-5.6955,102.5956,3.9
-4.7986,101.6382,3.8
-4.3854,102.8151,4.9
-5.5995,105.403,4.3
-5.1492,105.7346,3.9
-5.4643,102.7071,4.5
-1.2189,101.3972,3.1
1.0892,98.8547,4.6
-3.7332,102.796,3.4
3.4825,96.1851,3.7
-0.7848,99.2516,3.9
-2.5715,100.4694,4.5
4.4752,95.5995,3.3
2.232,97.5222,4.6
-5.3461,102.2786,3.7
-5.035,102.737,3.4
-5.6378,105.7624,4.6
1.9987,97.1357,4.4
-4.626,102.6522,4.3
0.197,100.9827,3.9
-4.4862,102.346,3.8
-4.2487,101.5092,4.4
-4.5678,101.5346,4.7
-0.5911,98.798,4.5
2.1171,95.8569,4.4
-4.6868,104.6958,3.5
0.8211,98.4242,3.3
-2.5422,102.0322,3.5
-4.8026,102.7523,3.9
-5.5198,100.9684,3.8
-5.2139,102.8975,4.7
-3.5757,102.5988,3.4
3.0677,95.6705,4.3
-4.0408,102.1867,5.2
2.4857,98.0789,3.3
0.0725,98.7,5.1
0.5386,100.242,4.7
4.7409,95.223,4.5
2.3731,96.7607,2.8
0.3785,99.204,4.4
-5.1375,105.6348,3.9
-3.3246,101.9419,4.9
-4.2208,103.2651,3.6
-4.0851,106.2447,3.6
2.7227,99.5702,3.4
-5.4688,103.2102,4.4
-5.1399,103.7018,3.7
3.2062,95.8725,3.7
-5.4731,103.1598,4.7
5.3899,96.6211,3.7
1.8515,98.927,4.5
1.8507,98.7914,4.3
4.3913,96.1002,3.5
4.5763,96.2351,3.7
2.4677,95.8619,4.8
3.0577,95.5763,3.8
5.3121,95.9765,4.8
2.2606,98.4018,3.3
2.0244,99.3197,4.4
-5.797,102.429,3.3
3.0408,96.225,4.5
2.2297,99.7394,3.1
5.316,96.0385,3.5
-5.3578,104.7092,3.4
0.2864,99.0443,3.5
1.8586,96.2733,4.1
1.9565,96.2362,4.2
1.9389,96.3621,3.9
2.3375,96.264,4.6
0.2244,97.968,5.1
0.017,97.7044,3.7
0.1727,97.8378,4.7
0.1618,97.7906,4.4
2.3016,96.2841,4.5
0.1709,97.7804,4.3
1.9923,96.9005,4.4
-4.8407,103.1658,5
2.4383,99.9499,3.7
-5.5585,102.9706,3.3
-5.9066,102.4729,3.7
-1.8381,99.5897,4.5
2.0589,98.9908,4.5
-3.8833,101.9942,4.5
-0.4142,100.327,3.2
-5.6331,103.5985,3.6
