EventID , Time , Latitude , Longitude , Depth/km , Author , Catalog , Contributor , ContributorID , MagType , Magnitude , MagAuthor , EventLocationName,,,,,,
898316,2000-07-06T08:14:44,-5.446,102.535,33,ISC,ISC,ISC,2400905,mb,4.2,NEIC,SOUTHERN SUMATRA,,,,,,
901706,2000-07-06T13:51:03,-5.094,102.158,33,ISC,ISC,ISC,2775406,mb,3.7,ISC,SOUTHERN SUMATRA,,,,,,
905552,2000-07-07T01:44:56,-4.6204,102.1406,29.5,IDC,ISC,ISC,2775456,mb,3.9,IDC,SOUTHERN SUMATRA,,,,,,
908996,2000-07-07T18:32:04,-5.352,102.061,33,ISC,ISC,ISC,2401143,mb,4.2,ISC,SOUTHERN SUMATRA,,,,,,
909112,2000-07-07T18:55:27,-4.597,102.236,55.1,ISC,ISC,ISC,1737472,mb,4.6,NEIC,SOUTHERN SUMATRA,,,,,,
910491,2000-07-08T04:52:51,-5.405,102.695,9.3,ISC,ISC,ISC,1737480,Mw,5.9,HRVD,SOUTHERN SUMATRA,,,,,,
910523,2000-07-08T04:59:47,-5.422,102.508,33,ISC,ISC,ISC,2401183,mb,4.9,NEIC,SOUTHERN SUMATRA,,,,,,
910528,2000-07-08T05:04:50,-5.1332,103.1864,0,IDC,ISC,ISC,2775547,mb,3.9,IDC,SOUTHERN SUMATRA,,,,,,
910559,2000-07-08T05:14:24,-5.379,102.821,33,ISC,ISC,ISC,1737482,mb,4.8,NEIC,SOUTHERN SUMATRA,,,,,,
910581,2000-07-08T05:18:07,-5.2674,102.9167,0,IDC,ISC,ISC,2775550,mb,4.2,IDC,SOUTHERN SUMATRA,,,,,,
910607,2000-07-08T05:26:35,-5.367,102.672,33,ISC,ISC,ISC,2775552,mb,3.8,ISC,SOUTHERN SUMATRA,,,,,,
910663,2000-07-08T05:55:29,-5.512,102.624,33,ISC,ISC,ISC,1737484,mb,4.7,NEIC,SOUTHERN SUMATRA,,,,,,
910822,2000-07-08T07:19:37,-5.396,102.787,28.7,ISC,ISC,ISC,2401190,mb,4.1,ISC,SOUTHERN SUMATRA,,,,,,
910911,2000-07-08T07:51:41,-5.2068,102.0383,0,IDC,ISC,ISC,2775562,mb,3.6,IDC,SOUTHERN SUMATRA,,,,,,
911027,2000-07-08T08:44:03,-5.3046,103.2417,0,IDC,ISC,ISC,2775565,mb,3.8,IDC,SOUTHERN SUMATRA,,,,,,
911365,2000-07-08T11:01:59,-5.292,102.883,33,ISC,ISC,ISC,2401209,mb,4.5,NEIC,SOUTHERN SUMATRA,,,,,,
911752,2000-07-08T15:01:54,-5.528,102.658,33,ISC,ISC,ISC,1737494,mb,4.7,NEIC,SOUTHERN SUMATRA,,,,,,
912094,2000-07-08T16:01:30,-6.0054,102.3543,0,IDC,ISC,ISC,2775584,mb,3.7,IDC,SOUTHWEST OF SUMATRA,,,,,,
917280,2000-07-09T17:01:58,-4.0925,102.3476,0,IDC,ISC,ISC,2775677,mb,3.6,IDC,SOUTHERN SUMATRA,,,,,,
917395,2000-07-09T17:46:17,-5.6361,104.5448,0,IDC,ISC,ISC,2775680,mb,3.4,IDC,SOUTHERN SUMATRA,,,,,,
918758,2000-07-10T06:00:56,-6.0592,102.881,0,IDC,ISC,ISC,2775719,mb,3.7,IDC,SOUTHWEST OF SUMATRA,,,,,,
919156,2000-07-10T08:58:45,-5.134,102.399,33,ISC,ISC,ISC,1737562,mb,4.6,NEIC,SOUTHERN SUMATRA,,,,,,
919505,2000-07-10T10:39:39,-4.501,103.766,106.7,ISC,ISC,ISC,1737566,Mw,5.8,HRVD,SOUTHERN SUMATRA,,,,,,
919774,2000-07-10T12:00:00,-4.576,103.633,33,ISC,ISC,ISC,2401420,mb,4.5,NEIC,SOUTHERN SUMATRA,,,,,,
920050,2000-07-10T13:09:25,-4.581,103.819,150,ISC,ISC,ISC,2401426,mb,3.6,NEIC,SOUTHERN SUMATRA,,,,,,
924732,2000-07-11T09:21:12,-5.72,102.803,33,ISC,ISC,ISC,1737618,mb,4.6,NEIC,SOUTHERN SUMATRA,,,,,,
952907,2000-07-13T08:11:24,-5.1478,103.4804,0,IDC,ISC,ISC,2776020,mb,3.6,IDC,SOUTHERN SUMATRA,,,,,,
955872,2000-07-13T16:56:56,-4.318,102.672,33,ISC,ISC,ISC,2401854,mb,4.1,NEIC,SOUTHERN SUMATRA,,,,,,
960759,2000-07-14T05:37:47,-3.8618,103.9938,238.9,IDC,ISC,ISC,2776088,mb,3.3,IDC,SOUTHERN SUMATRA,,,,,,
963767,2000-07-14T13:10:38,-4.9296,103.9561,0,IDC,ISC,ISC,2776113,mb,3.3,IDC,SOUTHERN SUMATRA,,,,,,
977392,2000-07-15T14:57:09,-0.48,100.425,33,ISC,ISC,ISC,2402099,mb,3.8,ISC,SOUTHERN SUMATRA,,,,,,
984528,2000-07-16T16:11:35,-5.214,102.136,18.8,ISC,ISC,ISC,1737888,Mw,5.3,HRVD,SOUTHERN SUMATRA,,,,,,
986046,2000-07-16T21:16:10,-5.398,101.889,33,ISC,ISC,ISC,2402178,mb,3.9,ISC,SOUTHWEST OF SUMATRA,,,,,,
986119,2000-07-16T21:21:59,-4.789,102.696,33,ISC,ISC,ISC,1737894,mb,4.7,NEIC,SOUTHERN SUMATRA,,,,,,
986288,2000-07-16T22:00:42,-4.645,103.323,32.3,ISC,ISC,ISC,2776333,mb,4.1,ISC,SOUTHERN SUMATRA,,,,,,
990527,2000-07-17T12:27:12,-5.1279,102.5453,30.9,IDC,ISC,ISC,2776405,mb,3.4,IDC,SOUTHERN SUMATRA,,,,,,
992258,2000-07-17T18:23:47,-4.848,103.056,33,ISC,ISC,ISC,2402261,mb,4.2,NEIC,SOUTHERN SUMATRA,,,,,,
996519,2000-07-18T09:46:51,-4.42,102.48,79.3,ISC,ISC,ISC,1737946,mb,4.9,NEIC,SOUTHERN SUMATRA,,,,,,
996955,2000-07-18T10:54:50,-2.71,101.813,100,ISC,ISC,ISC,2776503,mb,3.8,ISC,SOUTHERN SUMATRA,,,,,,
999041,2000-07-18T18:08:35,-3.983,102.319,33,ISC,ISC,ISC,2776516,mb,4.1,ISC,SOUTHERN SUMATRA,,,,,,
1003408,2000-07-19T11:20:24,-5.4191,102.7111,0,IDC,ISC,ISC,2776559,mb,3.7,IDC,SOUTHERN SUMATRA,,,,,,
1003479,2000-07-19T11:28:45,-5.345,103.216,33,ISC,ISC,ISC,2402405,mb,4.3,NEIC,SOUTHERN SUMATRA,,,,,,
1019169,2000-07-21T02:18:06,-5.593,105.814,134.2,ISC,ISC,ISC,1738080,mb,5.5,NEIC,SUNDA STRAIT,,,,,,
1021693,2000-07-21T06:57:05,-3.922,102.367,33,ISC,ISC,ISC,2776786,mb,4.2,ISC,SOUTHERN SUMATRA,,,,,,
1029157,2000-07-22T02:39:11,-2.7091,102.7561,0,IDC,ISC,ISC,2776866,mb,3.8,IDC,SOUTHERN SUMATRA,,,,,,
1035673,2000-07-22T20:56:11,-4.094,102.336,61.8,ISC,ISC,ISC,1738142,Mw,5.7,HRVD,SOUTHERN SUMATRA,,,,,,
1039083,2000-07-23T04:59:56,-5.971,102.356,33,ISC,ISC,ISC,2776959,mb,3.7,ISC,SOUTHERN SUMATRA,,,,,,
1040377,2000-07-23T09:02:43,-4.873,102.302,33,ISC,ISC,ISC,1738166,mb,4.1,NEIC,SOUTHERN SUMATRA,,,,,,
1042508,2000-07-23T15:43:12,-1.186,99.839,33,ISC,ISC,ISC,2402806,mb,3.9,ISC,SOUTHERN SUMATRA,,,,,,
1047248,2000-07-23T21:14:27,-4.6375,102.0188,0,IDC,ISC,ISC,2777035,mb,3.7,IDC,SOUTHERN SUMATRA,,,,,,
1048968,2000-07-23T22:37:40,-4.7715,101.6032,0,IDC,ISC,ISC,2777050,mb,3.7,IDC,SOUTHERN SUMATRA,,,,,,
1055315,2000-07-24T12:17:22,-5.6,102.832,9.5,ISC,ISC,ISC,1738242,Mw,5.7,HRVD,SOUTHERN SUMATRA,,,,,,
1057880,2000-07-24T18:29:25,-5.559,102.926,56.1,ISC,ISC,ISC,1738248,mb,4.5,NEIC,SOUTHERN SUMATRA,,,,,,
1058267,2000-07-24T19:24:33,-5.646,102.76,33,ISC,ISC,ISC,2777111,mb,4,ISC,SOUTHERN SUMATRA,,,,,,
1066030,2000-07-25T17:16:13,-5.293,102.84,80.8,ISC,ISC,ISC,1738288,mb,4.8,NEIC,SOUTHERN SUMATRA,,,,,,
1068084,2000-07-25T20:36:51,-5.161,102.279,33,ISC,ISC,ISC,1738308,mb,4.4,NEIC,SOUTHERN SUMATRA,,,,,,
1077121,2000-07-27T00:45:54,-4.938,101.754,33,ISC,ISC,ISC,2777270,mb,4.1,ISC,SOUTHERN SUMATRA,,,,,,
1086463,2000-07-28T01:35:02,-5.185,102.482,33,ISC,ISC,ISC,2777346,mb,3.7,ISC,SOUTHERN SUMATRA,,,,,,
1088342,2000-07-28T07:09:12,-5.066,102.4758,0,IDC,ISC,ISC,2777362,mb,4.1,IDC,SOUTHERN SUMATRA,,,,,,
1091676,2000-07-28T16:38:44,-5.2293,102.7841,0,IDC,ISC,ISC,2777390,mb,3.9,IDC,SOUTHERN SUMATRA,,,,,,
1101280,2000-07-29T02:33:26,-4.985,102.323,70.4,ISC,ISC,ISC,1738424,mb,4.6,NEIC,SOUTHERN SUMATRA,,,,,,
1106697,2000-07-29T15:58:15,-4.7658,100.7502,0,IDC,ISC,ISC,2777505,mb,3.5,IDC,SOUTHWEST OF SUMATRA,,,,,,
1110034,2000-07-29T22:49:15,-4.967,102.479,31.5,ISC,ISC,ISC,2403443,mb,4.6,NEIC,SOUTHERN SUMATRA,,,,,,
1110681,2000-07-30T00:08:48,-4.545,101.918,33,ISC,ISC,ISC,2403454,mb,4.1,NEIC,SOUTHERN SUMATRA,,,,,,
1113632,2000-07-30T06:22:13,-5.054,102.59,29.3,ISC,ISC,ISC,1738458,mb,4.7,NEIC,SOUTHERN SUMATRA,,,,,,
1117343,2000-07-30T14:15:06,-5.215,101.936,33,ISC,ISC,ISC,2777623,mb,3.8,ISC,SOUTHWEST OF SUMATRA,,,,,,
1117599,2000-07-30T14:42:40,-4.573,102.16,33,ISC,ISC,ISC,2403528,mb,3.9,ISC,SOUTHERN SUMATRA,,,,,,
1124122,2000-07-31T07:52:23,-5.2089,102.943,0,IDC,ISC,ISC,2777686,mb,4,IDC,SOUTHERN SUMATRA,,,,,,
1124951,2000-07-31T10:42:06,-4.7075,106.0279,0,IDC,ISC,ISC,2777693,mb,3.9,IDC,SOUTHERN SUMATRA,,,,,,
1127521,2000-07-31T16:26:26,-5.589,103.038,33,ISC,ISC,ISC,2403637,mb,4.2,NEIC,SOUTHERN SUMATRA,,,,,,
1129014,2000-07-31T20:25:11,-4.754,102.168,33,ISC,ISC,ISC,2403648,mb,4.3,NEIC,SOUTHERN SUMATRA,,,,,,
1129234,2000-07-31T21:08:53,-4.4543,102.4652,0,IDC,ISC,ISC,2777732,mb,3.2,IDC,SOUTHERN SUMATRA,,,,,,
923472,2000-08-01T02:10:46,-5.8377,101.7617,0,IDC,ISC,ISC,2777746,mb,3.6,IDC,SOUTHWEST OF SUMATRA,,,,,,
923638,2000-08-01T02:26:16,-4.928,102.729,51.2,ISC,ISC,ISC,1738512,mb,4.8,NEIC,SOUTHERN SUMATRA,,,,,,
926303,2000-08-01T09:49:50,-4.793,102.3083,0,IDC,ISC,ISC,2777773,mb,3.7,IDC,SOUTHERN SUMATRA,,,,,,
928455,2000-08-01T17:19:55,-5.037,102.806,27.7,ISC,ISC,ISC,1738532,mb,4.6,NEIC,SOUTHERN SUMATRA,,,,,,
930671,2000-08-01T23:12:06,-5.359,102.767,71,ISC,ISC,ISC,1738544,mb,4.6,NEIC,SOUTHERN SUMATRA,,,,,,
932071,2000-08-02T03:40:14,-5.285,102.347,33,ISC,ISC,ISC,2408628,mb,4.1,NEIC,SOUTHERN SUMATRA,,,,,,
932474,2000-08-02T05:09:09,-5.3954,103.197,0,IDC,ISC,ISC,2777858,mb,4,IDC,SOUTHERN SUMATRA,,,,,,
937126,2000-08-02T20:38:09,-5.0781,101.9061,30.3,IDC,ISC,ISC,2777895,mb,3.5,IDC,SOUTHWEST OF SUMATRA,,,,,,
956782,2000-08-03T23:06:31,-5.7063,101.9258,0,IDC,ISC,ISC,2778081,mb,3.8,IDC,SOUTHWEST OF SUMATRA,,,,,,
964914,2000-08-04T23:52:06,-4.1949,102.0162,0,IDC,ISC,ISC,2778180,mb,3.5,IDC,SOUTHERN SUMATRA,,,,,,
966893,2000-08-05T04:55:02,-0.987,101.711,183.2,ISC,ISC,ISC,2778217,mb,3.8,ISC,SOUTHERN SUMATRA,,,,,,
976398,2000-08-06T11:40:00,-4.878,102.711,43.7,ISC,ISC,ISC,1908938,mb,4.7,NEIC,SOUTHERN SUMATRA,,,,,,
977468,2000-08-06T14:41:50,-4.538,102.428,33,ISC,ISC,ISC,1908944,mb,4.2,ISC,SOUTHERN SUMATRA,,,,,,
988439,2000-08-08T01:27:46,-5.688,103.055,33,ISC,ISC,ISC,1909041,mb,4.3,NEIC,SOUTHERN SUMATRA,,,,,,
991089,2000-08-08T10:43:41,-3.597,98.6346,0,IDC,ISC,ISC,2778428,mb,4.1,IDC,SOUTHWEST OF SUMATRA,,,,,,
1003519,2000-08-10T08:01:15,-4.6101,104.0868,0,IDC,ISC,ISC,2778546,mb,3.5,IDC,SOUTHERN SUMATRA,,,,,,
1009757,2000-08-11T11:53:32,-5.628,105.487,24.4,ISC,ISC,ISC,1909221,mb,4.6,NEIC,SUNDA STRAIT,,,,,,
1012507,2000-08-12T00:20:05,-6.09,102.839,38.2,ISC,ISC,ISC,1909236,mb,3.8,ISC,SOUTHWEST OF SUMATRA,,,,,,
1013764,2000-08-12T04:32:48,-4.577,101.9834,0,IDC,ISC,ISC,2778639,mb,3.8,IDC,SOUTHERN SUMATRA,,,,,,
1014409,2000-08-12T07:10:26,-4.515,102.039,38.2,ISC,ISC,ISC,1738944,mb,4.5,NEIC,SOUTHERN SUMATRA,,,,,,
1015129,2000-08-12T09:47:23,-5.726,105.45,15.5,ISC,ISC,ISC,1909254,mb,4.5,NEIC,SUNDA STRAIT,,,,,,
1015930,2000-08-12T11:51:24,-5.644,102.537,37.8,ISC,ISC,ISC,1738948,mb,4.4,NEIC,SOUTHERN SUMATRA,,,,,,
1018847,2000-08-12T18:56:31,-5.17,102.29,30.3,ISC,ISC,ISC,1738960,mb,4.5,NEIC,SOUTHERN SUMATRA,,,,,,
1024877,2000-08-13T11:22:21,-5.1253,102.184,24.7,IDC,ISC,ISC,2778766,mb,3.4,IDC,SOUTHERN SUMATRA,,,,,,
1024893,2000-08-13T11:24:19,-5.13,102.988,33,ISC,ISC,ISC,2778768,mb,4.2,ISC,SOUTHERN SUMATRA,,,,,,
1037068,2000-08-14T17:22:10,-4.211,102.686,33,ISC,ISC,ISC,2778842,mb,4.1,ISC,SOUTHERN SUMATRA,,,,,,
1055574,2000-08-16T00:08:13,-4.424,102.134,33,ISC,ISC,ISC,1739108,mb,4.7,NEIC,SOUTHERN SUMATRA,,,,,,
1059186,2000-08-16T12:52:26,-5.5124,104.7005,0,IDC,ISC,ISC,2779048,mb,4,IDC,SOUTHERN SUMATRA,,,,,,
1066038,2000-08-17T10:51:18,-4.409,101.449,33,ISC,ISC,ISC,1909899,mb,4.3,NEIC,SOUTHERN SUMATRA,,,,,,
1074859,2000-08-18T08:27:51,-4.557,101.934,33,ISC,ISC,ISC,1909999,mb,4.7,NEIC,SOUTHERN SUMATRA,,,,,,
1075243,2000-08-18T09:32:41,-5.586,103.29,33,ISC,ISC,ISC,2779143,mb,3.7,ISC,SOUTHERN SUMATRA,,,,,,
1075924,2000-08-18T11:15:34,-4.5,101.996,24.8,ISC,ISC,ISC,2779148,mb,4.1,ISC,SOUTHERN SUMATRA,,,,,,
1076077,2000-08-18T11:37:41,-4.148,102.504,33,ISC,ISC,ISC,1910005,mb,4.2,NEIC,SOUTHERN SUMATRA,,,,,,
1079259,2000-08-18T19:15:34,-5.44,102.256,33,ISC,ISC,ISC,1739188,mb,4.7,NEIC,SOUTHERN SUMATRA,,,,,,
1085173,2000-08-19T14:21:17,-0.641,98.913,15,ISC,ISC,ISC,2779229,mb,3.8,ISC,SOUTHERN SUMATRA,,,,,,
1091906,2000-08-20T10:52:44,-6.037,102.056,33,ISC,ISC,ISC,1910168,mb,4.3,NEIC,SOUTHWEST OF SUMATRA,,,,,,
1120900,2000-08-23T12:34:48,-4.6863,102.829,0,IDC,ISC,ISC,2779496,mb,3.9,IDC,SOUTHERN SUMATRA,,,,,,
1121358,2000-08-23T13:12:05,-3.946,101.769,42.4,ISC,ISC,ISC,1739328,mb,4.2,NEIC,SOUTHERN SUMATRA,,,,,,
1129689,2000-08-24T11:36:45,-5.982,102.747,33,ISC,ISC,ISC,1739358,Mw,5.8,HRVD,SOUTHERN SUMATRA,,,,,,
1133122,2000-08-24T20:35:23,-4.592,102.169,62.8,ISC,ISC,ISC,1739370,mb,4.6,NEIC,SOUTHERN SUMATRA,,,,,,
1138130,2000-08-25T13:25:51,-4.7368,104.3789,0,IDC,ISC,ISC,2779627,mb,3.4,IDC,SOUTHERN SUMATRA,,,,,,
1139666,2000-08-25T18:33:35,-5.226,102.594,0.4,ISC,ISC,ISC,1739382,Mw,5.3,HRVD,SOUTHERN SUMATRA,,,,,,
1140851,2000-08-25T23:07:36,-5.2504,102.4846,0,IDC,ISC,ISC,2779640,mb,3.6,IDC,SOUTHERN SUMATRA,,,,,,
1143217,2000-08-26T06:34:12,-4.302,102.413,33,ISC,ISC,ISC,1739390,mb,4.7,NEIC,SOUTHERN SUMATRA,,,,,,
1144214,2000-08-26T09:46:55,-4.349,101.697,33,ISC,ISC,ISC,2779685,mb,4,ISC,SOUTHERN SUMATRA,,,,,,
1147243,2000-08-26T20:15:35,-4.456,102.405,71.1,ISC,ISC,ISC,1739408,mb,4.4,NEIC,SOUTHERN SUMATRA,,,,,,
1147978,2000-08-26T21:57:38,-4.293,102.261,33,ISC,ISC,ISC,1910617,mb,4.1,NEIC,SOUTHERN SUMATRA,,,,,,
1159174,2000-08-28T09:52:57,-5.2444,102.7368,0,IDC,ISC,ISC,2779795,mb,3.5,IDC,SOUTHERN SUMATRA,,,,,,
1166353,2000-08-29T08:50:40,-4.642,103.035,66.2,ISC,ISC,ISC,1739482,mb,4.7,NEIC,SOUTHERN SUMATRA,,,,,,
1166432,2000-08-29T09:03:34,-5.245,102.4,33,ISC,ISC,ISC,1910708,mb,4.4,NEIC,SOUTHERN SUMATRA,,,,,,
1181573,2000-08-31T15:52:17,-4.419,102.196,47.5,ISC,ISC,ISC,1739554,mb,4.9,NEIC,SOUTHERN SUMATRA,,,,,,
923208,2000-09-01T00:58:31,-5.0568,102.2286,32.8,IDC,ISC,ISC,2780444,mb,4.6,IDC,SOUTHERN SUMATRA,,,,,,
927704,2000-09-01T16:37:39,-5.142,102.478,37.7,ISC,ISC,ISC,1739578,mb,4.8,NEIC,SOUTHERN SUMATRA,,,,,,
935904,2000-09-02T22:16:13,-5.064,102.373,33,ISC,ISC,ISC,1910863,mb,4.5,NEIC,SOUTHERN SUMATRA,,,,,,
950697,2000-09-05T12:31:33,-4.1468,103.8225,0,IDC,ISC,ISC,2780689,mb,3.9,IDC,SOUTHERN SUMATRA,,,,,,
952670,2000-09-05T19:08:33,-4.47,102.269,67.4,ISC,ISC,ISC,1739672,mb,4.7,NEIC,SOUTHERN SUMATRA,,,,,,
954962,2000-09-06T04:30:49,-4.444,102.2,32.5,ISC,ISC,ISC,1910971,mb,4.5,NEIC,SOUTHERN SUMATRA,,,,,,
955620,2000-09-06T07:20:41,-4.434,102.049,39.7,ISC,ISC,ISC,1739680,Mw,5.2,HRVD,SOUTHERN SUMATRA,,,,,,
957405,2000-09-06T15:07:15,-5.6141,102.1964,33,DJA,ISC,ISC,2792204,ML,4.8,DJA,SOUTHERN SUMATRA,,,,,,
958446,2000-09-06T18:30:56,-5.058,102.57,38.6,ISC,ISC,ISC,1739692,mb,4.9,NEIC,SOUTHERN SUMATRA,,,,,,
961518,2000-09-07T09:41:18,-0.337,99.689,33,ISC,ISC,ISC,1911004,mb,3.9,ISC,SOUTHERN SUMATRA,,,,,,
973961,2000-09-09T08:24:14,-5.285,102.651,45.4,ISC,ISC,ISC,2780863,mb,3.9,ISC,SOUTHERN SUMATRA,,,,,,
979622,2000-09-10T08:37:28,-4.605,103.055,64.7,ISC,ISC,ISC,1739766,mb,4.9,NEIC,SOUTHERN SUMATRA,,,,,,
991484,2000-09-12T03:21:38,-4.834,101.809,19.4,ISC,ISC,ISC,1748138,mb,4.6,NEIC,SOUTHERN SUMATRA,,,,,,
994510,2000-09-12T16:27:24,-5.433,101.817,36,ISC,ISC,ISC,1739894,Mw,6,HRVD,SOUTHWEST OF SUMATRA,,,,,,
999647,2000-09-13T13:51:58,-5.3881,102.0411,0,IDC,ISC,ISC,2781163,mb,4,IDC,SOUTHERN SUMATRA,,,,,,
1003169,2000-09-14T08:53:54,-3.507,103.162,33,ISC,ISC,ISC,1911254,mb,4.4,NEIC,SOUTHERN SUMATRA,,,,,,
1005349,2000-09-14T20:07:56,-4.427,102.879,61.7,ISC,ISC,ISC,1739970,mb,4.5,NEIC,SOUTHERN SUMATRA,,,,,,
1008081,2000-09-15T11:21:29,-5.216,103.2128,0,IDC,ISC,ISC,2781302,mb,3.7,IDC,SOUTHERN SUMATRA,,,,,,
1010688,2000-09-16T04:59:31,-4.553,102.533,33,ISC,ISC,ISC,2781350,mb,4.1,ISC,SOUTHERN SUMATRA,,,,,,
1012357,2000-09-16T12:15:34,-5.0129,102.1776,60.8,IDC,ISC,ISC,2781359,mb,3.7,IDC,SOUTHERN SUMATRA,,,,,,
1015368,2000-09-16T20:10:20,-4.215,101.92,47.7,ISC,ISC,ISC,1911326,mb,4.7,NEIC,SOUTHERN SUMATRA,,,,,,
1016157,2000-09-16T22:43:50,-5.3756,99.7808,0,IDC,ISC,ISC,2781405,mb,3.5,IDC,SOUTHWEST OF SUMATRA,,,,,,
1020336,2000-09-17T12:41:57,-1.679,100.647,85.3,ISC,ISC,ISC,1740036,mb,4.8,NEIC,SOUTHERN SUMATRA,,,,,,
1025054,2000-09-18T06:17:38,-3.5325,101.3031,0,IDC,ISC,ISC,2781462,mb,3.8,IDC,SOUTHERN SUMATRA,,,,,,
1028705,2000-09-18T19:01:18,-2.943,102.7806,45.9,IDC,ISC,ISC,2781505,mb,4,IDC,SOUTHERN SUMATRA,,,,,,
1030911,2000-09-19T03:37:04,-4.9925,102.6654,0,IDC,ISC,ISC,2781517,mb,3.7,IDC,SOUTHERN SUMATRA,,,,,,
1033684,2000-09-19T12:52:53,-5.623,102.772,33,ISC,ISC,ISC,2781539,mb,4.3,ISC,SOUTHERN SUMATRA,,,,,,
1041420,2000-09-20T13:58:13,-2.9756,104.7582,285.4,IDC,ISC,ISC,2781602,mb,3.1,IDC,SOUTHERN SUMATRA,,,,,,
1052292,2000-09-22T00:06:11,-3.942,103.819,33,ISC,ISC,ISC,2781681,mb,3.9,ISC,SOUTHERN SUMATRA,,,,,,
1052898,2000-09-22T03:01:06,-2.582,104.096,23.3,ISC,ISC,ISC,2781688,mb,4.1,ISC,SOUTHERN SUMATRA,,,,,,
1053790,2000-09-22T07:10:40,-4.518,102.107,41.3,ISC,ISC,ISC,1740186,mb,4.9,NEIC,SOUTHERN SUMATRA,,,,,,
1057066,2000-09-22T18:22:02,-4.989,102.099,33.6,ISC,ISC,ISC,1839731,Mw,6.2,HRVD,SOUTHERN SUMATRA,,,,,,
1058066,2000-09-22T22:17:09,-4.91,102.235,26,ISC,ISC,ISC,2781772,mb,4.1,ISC,SOUTHERN SUMATRA,,,,,,
1068078,2000-09-24T13:40:40,-4.736,102.369,33,ISC,ISC,ISC,1911549,mb,4.3,NEIC,SOUTHERN SUMATRA,,,,,,
1070314,2000-09-24T21:19:09,-4.485,102.907,33,ISC,ISC,ISC,2781856,mb,4.1,ISC,SOUTHERN SUMATRA,,,,,,
1073633,2000-09-25T10:40:36,-3.6204,103.428,96.2,IDC,ISC,ISC,2781884,mb,3.2,IDC,SOUTHERN SUMATRA,,,,,,
1077642,2000-09-25T21:08:10,-4.784,102.422,33,ISC,ISC,ISC,2781912,mb,3.7,ISC,SOUTHERN SUMATRA,,,,,,
1079305,2000-09-26T05:13:39,-1.367,100.036,35.1,ISC,ISC,ISC,1911594,mb,4.5,ISC,SOUTHERN SUMATRA,,,,,,
1083139,2000-09-26T18:38:43,-5.506,102.131,26.3,ISC,ISC,ISC,2782012,mb,3.9,ISC,SOUTHERN SUMATRA,,,,,,
1085157,2000-09-27T02:08:23,-4.493,102.413,56.7,ISC,ISC,ISC,1740295,mb,5,NEIC,SOUTHERN SUMATRA,,,,,,
1086498,2000-09-27T06:21:42,-4.7739,103.1362,56.5,IDC,ISC,ISC,2782055,mb,3.7,IDC,SOUTHERN SUMATRA,,,,,,
1086536,2000-09-27T06:33:22,-0.649,98.1857,0,IDC,ISC,ISC,2782057,mb,3.8,IDC,SOUTHERN SUMATRA,,,,,,
1100719,2000-09-29T08:13:27,-0.343,99.309,73.8,ISC,ISC,ISC,2782185,mb,4,ISC,SOUTHERN SUMATRA,,,,,,
1107713,2000-09-30T03:37:57,-5.133,102.052,33,ISC,ISC,ISC,1911764,mb,4.2,NEIC,SOUTHERN SUMATRA,,,,,,
935854,2000-10-02T21:51:58,-4.752,102.318,38,ISC,ISC,ISC,2782445,mb,4.2,ISC,SOUTHERN SUMATRA,,,,,,
940393,2000-10-03T13:44:03,-5.033,102.124,33,ISC,ISC,ISC,1911874,mb,4.2,ISC,SOUTHERN SUMATRA,,,,,,
949855,2000-10-04T21:55:55,-4.554,104.1622,22.8,IDC,ISC,ISC,2782544,mb,3.7,IDC,SOUTHERN SUMATRA,,,,,,
954243,2000-10-05T13:43:30,-4.7909,103.2088,0,IDC,ISC,ISC,2782574,mb,3.7,IDC,SOUTHERN SUMATRA,,,,,,
979248,2000-10-07T06:21:35,-4.705,102.432,33,ISC,ISC,ISC,2782676,mb,4.3,ISC,SOUTHERN SUMATRA,,,,,,
983784,2000-10-07T14:43:14,-4.708,102.847,33,ISC,ISC,ISC,1740614,mb,4.8,NEIC,SOUTHERN SUMATRA,,,,,,
993258,2000-10-08T09:53:05,-4.164,101.659,41.4,ISC,ISC,ISC,1740640,mb,4.1,NEIC,SOUTHERN SUMATRA,,,,,,
994598,2000-10-08T12:12:43,-4.189,101.685,33,ISC,ISC,ISC,1912032,mb,4.4,NEIC,SOUTHERN SUMATRA,,,,,,
995229,2000-10-08T13:08:09,-4.266,101.564,33,ISC,ISC,ISC,1740644,mb,5.1,NEIC,SOUTHERN SUMATRA,,,,,,
1010191,2000-10-10T10:41:37,-3.099,101.188,33,ISC,ISC,ISC,2782876,mb,4.1,ISC,SOUTHERN SUMATRA,,,,,,
1035027,2000-10-12T22:10:21,-1.322,99.569,33,ISC,ISC,ISC,2782970,mb,4,ISC,SOUTHERN SUMATRA,,,,,,
1042635,2000-10-13T19:57:43,-5.194,103.607,33,ISC,ISC,ISC,2782998,mb,3.8,ISC,SOUTHERN SUMATRA,,,,,,
1057766,2000-10-15T12:13:29,-5.513,103.031,47.6,ISC,ISC,ISC,1740810,mb,4.3,NEIC,SOUTHERN SUMATRA,,,,,,
1066495,2000-10-16T08:11:56,-5.763,102.774,33,ISC,ISC,ISC,1740824,mb,4.3,NEIC,SOUTHERN SUMATRA,,,,,,
1071189,2000-10-16T18:09:31,-5.465,101.749,33,ISC,ISC,ISC,1740832,mb,5.1,NEIC,SOUTHWEST OF SUMATRA,,,,,,
